9797 businesses are not restaurants.
('Apn5Q_b6Nz61Tq4XzPdf9A', 'Minhas Micro Brewery')
('t7yA67hvHrwU_lwVBfRB9g', 'KFC')
('dIypqPTxTj-WkIMUTKoVqw', 'Pescaderia De Guaymas')
('K4kULMcPWitiKAwmk90dTA', 'Picasso Pizza & Pasta')
('VeNmTV_F4xqBeTW7mLGpxw', 'El Super')
('X5WAjBmplMkRgzhqQ3UA4g', "Auntie Bell's Jamaican Cuisine")
('zxSfGIhK3hH3vVz_pS5eaA', 'Yuva India Kitchen + Bar')
('zCbE30HpvUtVliqP5ycX9g', 'Red@28th')
('KEFEBgyjwcWuvWa5rXKOow', 'Kusina Ni Lorraine')
('AIbCGVTv_oPE3S957E47Lg', 'Primanti Bros')
('c78Pat78fVUBFPXYeVvbaQ', 'Odd Seoul')
('FWkRdwpOV8gW3Z84q8HvBw', 'RSVP Social Club')
('q0PH5CjXSdmpL-LLgCNdeA', "Ferrara's Imported Foods")
('6HLacZd6X2tz16IP3dHMEA', 'Biergarten at Olbrich Park')
('dr4tmMvaWWY3FUi-4eO20A', 'Restaurant Villa Alice')
('6BO1PcdtU6idqO0njUnCYA', 'The Underground')
('36Di9dRKgsxduxodeWsY0w', 'Pop-Up On River')
('TaR8jFGD5OvHaY_ve7m4Rw', "Mitchell's Tavern")
('kImf4ivgHInr7kTTJWaVhg', 'Sakana Sushi & Grill')
('AY3Cxky3L3aNbRo_o4YRgg', 'De Fer Coffee & Tea')
('88LNlow9tszWGC0pfu2otQ', 'Green Bing')
('MNkxGVlqMDhirr-UPXm5Rg', "Garduno's Restaurant")
('1q7pY0KDlJJC_wNdGdSs7Q', "Pavao Meat's & Deli")
('B5fTTiZtbiCQ8JDjqR_EXA', 'Jane Bond BBQ')
('n7V4cD-KqqE3OXk0irJTyA', 'GameWorks')
('1pE3hc4Y13X2wCjhhi1e-g', 'iQ Food')
('HvVV1N9RyxsJhayQeDuuTA', "Beef 'O' Brady's")
('EQ1cOH_mr5VyHGjhgz_vDA', 'Centro Trattoria & Formaggio')
('7562aEFDvFFUlc44OULd6Q', "Atria's - Norwin")
('wYd77dbBhwHZqO2J4HJCbg', 'Bob Evans')
('tpZfJdRi64OTBN4g7lRM3Q', 'Seoul Market')
('imks3kk22agRE-N2BRkH1w', "Monk's Bar & Grill - Middleton")
('xomRWgUrcq2ESC6oBwrfbA', 'Boston Pizza')
('uEEPrpWOGjACxHMeeyvlVg', "Domino's Pizza")
('OPPgxUzAx44Qdx9qsOZgqQ', "Big Cuz's Catering")
('s9TzmT2kZmOZkTa53D2e3g', 'Just Soups Take Out & Catering')
('8le6TQQwjAw_UQ67L8-Hpg', "Bush's Chicken")
('ZQwDPmRTCXFrNJpeqKihJQ', 'Dominion Square Tavern')
('LUZ94dZpgCmBGyNH52S7lg', 'Essex Bar & Bistro')
('RDO51EhaqSt1Psdwcwx3Bg', 'The Pint')
('YILyHegzhy1vlc_LNVfObw', 'Bottiglia Cucina & Enoteca')
('pKX8dGwgogydrBupj6HGLg', 'Fox & Hound')
('ZmSxCLxpWlACXZuXzmQI_A', "Johnny Malloy's Sports Pub")
('jk0uBTrkNELZit7B6QYUNA', "Fiddler's Green")
('ldcU-kbczm2jmBv8RIWXBA', 'Nordstrom Beachwood Place')
('h8cJUgjj9KxxJoj62fHWRA', 'Malabar')
('2NLyAZne2fH5zTHSBin92A', 'Salonika Imports')
('xVXyrTWbG8U3szze-aA7eg', 'St. Louis Bar & Grill')
('8XIrQ-3HpyldaHge-BmYKg', 'Shoeless Joes')
('OjnRf8yDGEBCoUDdchSViw', 'Jamburritos Cajun Grille - Express')
('MxNLEKQd02M5lgH96NwoJw', 'Fatima Restaurant')
('B0YUHoSSVpq4a8Uh2gG3ow', 'Brasserie Harricana')
('Rg43a31sV7gNLZMjy-ZdCg', 'Pig & Pickle')
('931njYUz4eEnUAt-YU6hWw', 'Pinnovate')
('qpKFva0BHpXTfxrR2kSzRA', 'Barrio Fiesta')
('2l-MNHIZZM9PTC6L0OM88w', 'Surahi Restaurant')
('um9n7JDaPaO1kmgs0cLjqQ', 'Bob Evans')
('o_nzVUVvwBYl3itDdzMddw', "Bennett's Meadowood Country Club")
('FLtVhfTaYIz0C7AsU6KOuw', 'Cagneys Steakhouse & Wine Bar')
('3bGvNDlPKYspGObKhHebTw', 'La Récréation')
('OFZ9eDzzFsLPbqxMY50jFw', 'Picnic')
('ZrHU8ZzwZQjTRpB1K_8JTQ', '1847 At the Stamm House')
('LK3HJH9LMAHTlO6U9rae4Q', 'Taste of Tandooree')
('o5a72VNlcdjrQjD6-K6rSA', 'Bob Evans')
('1iQFx2CcAWon9JaBOJUZJw', 'Flyers Bar & Grill')
('OjogNbkfVvQQObrvSlC3RQ', 'The Towers Bar and Restaurant')
('iH1cLLngvM0_m0lBMESkvg', 'Cuzcatlan Restaurant')
('RZir-47R_ggOuUWuc2AiNw', 'Coastal Kitchen & Bar')
('2H5EaBEreDzzP7sPmD_oDQ', 'Churrasqueira Vila Verde Restaurant')
('RksEyT-_CcEdzQmgEPb27A', 'Sonoran Smiles')
('0pi1DQ3N8gC6jhdHfDWEMA', 'MR Bulgogi')
('HWJCPFVFBoQ4-kBT7blJUQ', 'Boston Pizza')
('A1ZRCrjOMOwQGj2hCYWDEQ', 'KFC')
('DpCdZ3EfAoGgJzcvaR0quQ', '6 Degrees Urban Kitchen')
('S7HAX9CfBs_pUPHO6jb1Uw', "Mirra's Place")
('gzUtaSAVMHm6O0RfgJPMwA', 'Belmont Food & Beverage')
('eivCdAkc1IDTSY452HfebQ', 'Wild Wing')
('9OfTix7jnA-dXX-2zji1yw', 'Sunterra Market, Gulf Canada Square')
('UEuZILykcIbEuDGYPKCG9A', "Gourmandise d'Amandine")
('CDfwYmSPggcqlHay1Xa-TQ', "Kerry's Sports Pub Pizza & Grill")
('3B74iILT_W1ptfQeW7pIYQ', 'Buffalo Wild Wings')
('AprsB5kibAxqt77MeCPy6g', 'Raw Aura')
('SvW3WsatQWvR8c1iwAD_QA', 'Urban House Cafe')
('PmEgWrs-bW7gr2ZCSQmlzg', "Druxy's Famous Deli")
('MoFGxMGtYiofRi_iVIyApQ', 'Mediterranean Market')
('U8rorSqaNMqP-SaJY3c0TA', 'Fuel House')
('Z6F5WVwu2JtJn0Eu3x4GLw', 'Marché Hawai')
('5__mN1wisQi_pAjFY5-9nA', "Charley's Caribbean Cuisine")
('aITjpRZuB9X-oA95v7hsXw', "Coop's Bar & Grill")
('EjBZKPyq_G9WMO01N8DnDw', 'Winking Lizard Tavern')
('hdQK1rfLEjwRlCppLFo10g', 'Mirchi Restaurant')
('XNlUNm2dxhvaUu07b_Z_vQ', 'Cracker Barrel Old Country Store')
('hkazOWo9uqGemkRww7YGyw', 'Mt. Vernon Dairy')
('KaGZE0_o1EmmSN4Fo_cpUw', 'Public House')
('ojPrFPeJqqOKdA6O69HeiQ', 'Archive')
('dmLrl_Fia4XAZ_ZP82qt3g', 'East Gate Restaurant & Lounge')
('DiKf6QPDwOtnTllq7uOmEg', 'AAABAR Swimming Pools')
('4y8KM5Hq0HOm6M0w7O-m4g', 'Madison Food Explorers')
('lGQBELdN69JyjF8-3_mE4w', 'Turquoise Bar @ The Andaz')
('Xs98BYnfREgKQfANEg3C-w', '50 Shades Of Green')
('TU2oECyx4VhCnzRzGzOlTg', "Vincenzo's Pizza & Pasta")
('nO9rDhbxekZLyHaK5GEMfw', "John's Place")
('gYBnDrFYK375skI4XeeiEQ', 'Casanova Bites')
('migFybNekVFzbGtPWtgr8A', 'Belly')
('yjyIySqUaBFIXTwy9laBYg', 'The Clock on Queen - Irish Pub')
('Yt1-q9a7ABvujgkyCuKSAg', 'Aqua Grill')
('sSmt7JFTDNCcK1KfMVO2hw', 'Mickie Finnz')
('j0GIt0EpmpWqms5WbPl5Bw', 'Prohibition Gastrohouse')
('O3zVw-VAcJi8ta4B6v5iAA', 'Sun Singer Wine and Spirits')
('pR6N_BMlTcIFB8cF_Zv4Yw', 'The Canadian Brewhouse')
('vNllp243LmFMVO0MNyhM1A', 'Fox & Hound')
('uWTMa1_JDJRHE7TAKmw3ZA', 'Popeyes Louisiana Kitchen')
('GamiKM6IQmrohug1QpiINA', 'The World Carribean Bistro')
('VOsGA7rAzXqR137uFPm5Nw', 'Rôtisserie St-Hubert')
('yNp0ybYo07JQWlmdz1K4Cw', 'Players On Madison')
('IsCbJlfTsZQv6fFSEbzHVQ', 'The Woodshed II')
('3GMgxgK11TqpQq8TWh_7uA', 'Cracker Barrel Old Country Store')
('fUL9117LxmCrLLBkr1rfxQ', 'Le Bar Sportif')
('35fWtS1LZkaZ-ooKupJ1XA', 'Buffalo Wild Wings')
('pUSOXrppEF0r2bMbn6PAKQ', 'SoHo Gourmet Cuisines Cart')
('g-neBWSgkVEKVVUwl3iXwg', 'Rumbi Island Grill')
('6O6brIANtDgUlex_HdWJ7g', 'The Jerk Spot')
('-BuZrOMqgO4OU_UKYSddAg', 'Zone 28')
('XY8gRuzjg2-A9evwilGZBw', 'Love Me Sweet Japanese Cheesecake')
('tE3EtnE80cGMm_LF8ufyCg', 'British Foods')
('rRRrEU2LxIHwTX30e0pTPw', 'Restaurant & Bar Reddafire Caribbean')
('mHPCB-9f8LYA6J1eZ31qAw', "Hero's Sports Bar")
('xhjcUFkctsRhxC9la2RVgQ', 'Mardi Gras Bar and Grill')
('563hfz-EY18-XHCxwT8nJA', 'Cave Creek Psychic')
('gqRfs-c6gx_tcIx63Fx4OQ', 'Harry Buffalo')
('RNmTqTBrkLS06ZUDg2sPsQ', 'The Den and Black Lounge')
('Rj-7ymdw8aNZBRqGRAjR3Q', 'El Segundo Sol')
('HSLtCVekHFcge2gwroF-Rw', 'Dans la Côte')
('IRzY7yoBqoHaZNNo8WiWQQ', 'Tapagria Spanish Tapas')
('xlMgaPOpd_99SFTuOtDH0A', 'Manitoba')
('pHDLRIG2Xu1_1mkGAbyEmw', 'Harris Grill')
('AkdyGTQX8gO3J24nPlww_w', 'The Steakhouse at Treasures')
('EJCeUcvJ6S_-g4cSOfS6nQ', 'Fabulous Food')
('luA4TisE8sFgAwtagXHZ4w', 'The Wine Swine')
('_ug-QHzm2L4ANR9soBtdiw', 'Buffalo Wild Wings')
('rRF6UfXeY5MV_OmXpRhDhQ', 'Matchbox Sports Bar & Grill')
('gwOYq2vNZrLoU3gtrHusQA', 'La Chilenita')
('I5zC_Qw8tpAckO5i6KC5dQ', 'See-Scape')
('woJ0p5-_bc1BCezm16qtZQ', 'La Bonita Supermercado')
('nZDIrGshkfLZf6ImQtAasQ', 'The Saloon of Mt Lebanon')
('AKUvebt0zJ0ilx0U0ZGfug', 'California Sandwiches')
('r7ierYdGsRe11VitbtCakw', 'Gameday Sports Bar and Grill')
('9kNxVa3SCkU7UNSfvMzQvg', 'Palermos Pizza')
('m-ZqJFz9jJqyBA9Wsp_3KA', "Panini's Bar & Grill")
('mzJdFmIraBosXxqg0_iyLA', 'Cuisine Caraïbe Delite')
('X11JfeIVH9d6qMrDqA-N7A', "Scooter's Pub")
('qQXc9D6PV1Y8RhIBZpj-Jg', 'Laos Asia Market')
('BsLxCm_DMxCNVEPHoaj8hw', 'Ironwood Cafe')
('_TXitYmnPDmZCWOPFl799Q', "Romeo's Pizza")
('nHRAZzy9Um43nDaP-BdmBQ', 'Lionheart British Pub & Restaurant')
('ojO6pXRNPqDAe0ZbfU83Eg', 'Fourchette Antillaise')
('UXlEtuFrMu4YZKH9M2DRIw', "Rubio's")
('86stmK3Vm2f5W6PdyvuLrQ', "Applebee's Neighborhood Grill & Bar")
('V6MWAv-xv4dgSUrDU1qxaA', 'Nothing But Noodles')
('8ALSiH-XAaKIxpGXJfVtQA', 'Restaurant Ermitage')
('uS6Y0NyYvTA9lBStLVrbHQ', "Michael's Catering & Cafe")
('l9mq2gJbszVFsgBMVhHhVA', "Cafe O'Play")
('2j3sESWDU_hW9Q3TjElwPA', 'The Sett')
('jTkPhDII1EeJp1KYhRczPg', 'A Wish Cake & Cafe')
('SqL19z7A7LB91RkWWwWvnQ', 'Yucca Tap Room')
('NnOAwa0A2tNPnZl9IHVLPQ', 'Zeppes Pizzeria & Italian Bistro')
('BfLrIQnW44i0fY0Pl3BzpQ', 'Rita Sandwiches & Catering')
('L1ZY24_ZLzAEAYyZl19xzQ', 'Sheetz')
('j6Pjn7vmWvQPIPHBizbD_w', 'La Capilleta')
('KtCge3kv2ORW6vtDAUHLJw', 'Il Venetian')
('5Ktv5ZmJI0CN4L0KxDWJvw', 'Phoenix City Grille')
('7gioEp7-iwcexseCiXZWqA', 'Big City Burrito')
('uQo2-hQ9stWvKf8IiyPX0Q', 'Mr Jerk')
('-eFqcwbHCmKOh8k1gTmA0A', 'Café Union')
('-nTx2BHQsQvSTC9IuTdfmw', 'Ackee Tree')
('FVC25MtResY1RdLywi_6fw', 'Bardo')
('YSlOaBx9U9S2RF0kf_CHsQ', 'Morehead Tavern')
('-TWQjFSJDbeP6xyfpnftjQ', 'Chantilly Patisserie')
('9S5hEYGopJF1I6VglhkUhQ', "Nanay's")
('pFvyOYi1O5umrbzGVYSYKg', 'Edible Arrangements')
('pxn8oiRtZnnEP-ejmExQmg', 'Texas Longhorn')
('6sKaAF8WhWyyCjfZr2Rfsg', "Zipp's Sports Grill")
('7RuOHcVAblMhJPhDKmDLzg', 'Chez Maharani')
('9uGTVWSioqn6sDPd87uVWg', "Beryl's Pepperpot")
('SJxm96AkOPhXZFRM5-RbTA', 'Slice 19')
('GqL8ApVCHTiIzp7hIMhsMA', 'The Kort Haus')
('YV2UPfovJZVKSEQjgTdbpA', "Mario's Family Italian Restaurant")
('nfDPXxOOVAU6OpI9sl3Flw', 'Vines & Hops')
('_fwWavAVMwH5u9K0K-PoQg', 'Mac-A-Tak')
('thYC66m1cYM-uQSkMQePZQ', "Dickey's Barbecue Pit")
('diThW1PH8u7q6DY8dlFgJg', 'Carolina Beer Temple')
('aFJUDxHbALU-a7bfejpF2Q', 'The Grid: Games & Growlers')
('XDrxuckqTBywlL96etHEsg', "Chili's Texas Grill")
('e0X_xNjzcNe17NHyowosvg', 'Pluma Restaurant & Banquets')
('X184O0qgC5MKvePbsSe-nA', 'Sushi On the Run')
('WTt8_zwy4IXaB2QnuiQP1Q', 'Margaritaville Casino')
('0ExE0tVCsPDMnNdvip1Kzg', 'Pour Boy')
('kd1NhNWvWo5AhBUSaGeSiw', 'FUEL+')
('mRQ4VE74i8EYJTHsZExaZw', 'Crossroads Pizza Kent')
('Ne3HvBcZFUJvggPT2uNnuA', 'Saint-Houblon')
('s-2MJj4o8SGOKGcNjmfx6g', 'Fluno Center')
('rFSFudIRrw08NXOY-B8O5A', 'PLATE Restaurant & Lounge')
('VC_67dpNS6bDk7qE47Atsg', 'Drunken Chicken')
('cSad6Sv0C6N--U7NY5i88w', 'Aux Îles à Sucre')
('RB4ZbZ5MkwfOrZ3Y7OczHQ', 'Mugshots')
('xQGaXNANL8IrC7Dz56k6ow', "Nona's Sweets Bakery & Cafe")
('cOqd9ou3uf-1k3OWFo-_CQ', 'Poke Heaven')
('sAC0K3RS6Q9VGZ3RZUp9IQ', 'Scout & Cash Caffe')
('kAm10U3D18LsfQMcbrG81g', 'Pizza2Go')
('kzbH1_l7VTSfFFcwTqY6vA', "Sarafino's Pasta and Pizza")
('1fH2j21UE08xMnb2m1r7pQ', 'Les Fromages de Choix')
('k5ddmLvAKKw9zSusRPM2cQ', 'Poppa Naps BBQ')
('yLVW9xxnX8se7IFCDppdkw', "Café de' Mercanti")
('dGnjfY3KyeLg-nBQaT3Xqw', 'Auberge du Dragon Rouge')
('MvTct3b0KLAO3wDWweTS_A', 'The Blues Can')
('iG9AbNjiHZdeLpTpZmU3Iw', "Beef 'O' Brady's")
('9wJNXm3L-N1lEeIKwrTNgg', 'Fromagerie Maitre Affineur Maitre Corbeau')
('qHseX2NHeUUedIgs_VasZA', 'La Palapa, Traditional Mexican Kitchen')
('xJvuz0J3rPdILToxLWhtIg', 'Sabor Latino')
('bNdLi3Vs1HNn04CaO8qBgw', "Monk's Bar & Grill - Sun Prairie")
('Qyi5Q54q2WSVjKoEJESzrg', 'Magwyers Pub')
('NeQ-WGyFbWicG8-GYfYuwg', 'Petit Mousse')
('KW5edXlPGeZ0cx7MiJyamw', 'Hi-Coffee Cafe')
('dCFK08mW3yIYcVmRJd6UnA', "Flipper's Fish House")
('1_v_fooGLY3FQkO5tH3m-A', 'Gameworks')
('tqVpJ8DaqWf4CG8CIskHfg', 'Bedondaine & Bedons Ronds')
('TYkrdWi3SI-uMmGtV8kGjw', 'Club Touriste Bar & Restaurant')
('0X3tBvAUGUUDQJ9e5cUXrQ', "Siciliano's Pizzeria & Groceria")
('yvqMh9kTv3Kx-tocc0DFBQ', 'Johnson Public House')
('I5KYmFYPr9SEllG9L_qszA', 'Buffalo Wild Wings')
('tpG_KqvR1v2GrlLKNAChBw', 'Wings Sports Bar & Grill')
('t5DQeB3dORfNwx9otGUrSA', "Casey's Draft House")
('SnOVk0WN4BpW9NonUjcuew', 'Room Service Toronto')
('Z_JWx7gww81inCnoJUKg7g', "Mario's Tap House")
('HfxMovSXJZVqL514iUD02g', "O'Aces Bar & Grill")
('OumGHdbdp7WgyYMhcAdjhw', 'Native Grill & Wings')
('lJrjGAOePuSNvZUNLXkBhA', 'Gracias Corazon')
('ffVS_RgDJOJZNtT79RqS0g', 'Potluck Restaurant')
('Eydky7VulZijOJ37yl8IGQ', 'The Spot')
('mkzD1g4O0y-yUeGzPx7fVg', 'Exception')
('3Mc-LxcqeguOXOVT_2ZtCg', "Waldo's BBQ")
('xI7GN5nujGjlYF9lAMtC1A', 'Tilted Kilt Pub & Eatery')
('OgWrrYJYaOGANKrZMaA6xg', 'Lady Kiki')
('HjrwseYzjupnpMdV4SaPWg', "Piazza Talarico and Papa Joe's Wine Cellar")
('Cesnh6fIsAUO8D4jfGhOIw', 'Colibri')
('3tgjbgWcLCmCfFX6neT4JQ', 'Piacere Ristorante')
('4P-vTvE6cncJyUyLh73pxw', 'London Pickle Works')
('FgHjnpJkCMj62b9P6n7Iig', "Ace's Place Bar Grill Hub")
('VWR1zQYVyHAFRcF1acKczA', 'Cucina di Vita')
('CA-kGPafhQ2I7BTmq7ZQng', 'Chick-fil-A')
('r0tkO_ekXqzy5SPwGVJ7mQ', 'Fox & Fiddle-Finch')
('x0LohgBoD53hIa3BMM00PQ', 'The Free House Pub')
('r6JuhqakByGOXdwii3Sa-w', 'Elrama Tavern')
('T1EKhweXQnRP3niBrBL7Ug', 'Bahama Breeze')
('LSneBLmL_mLRKjplp2BVZg', 'ABC Euro Delicatessen')
('rLq_OTbzcGay1PHqriDVqw', 'The Sandwich Delight')
('voEuw3Nl0zbG_QYoFjBYFQ', "Nature's Oasis")
('bYGn37k0KgleABKMWgjnMw', 'El Furniture Warehouse')
('kfbBBxJg-oatbY-YHf7qpw', "Mavis Winkle's Irish Pub")
('sSp-ZbEsVDKf8Y2OAXS40A', 'Speducci Mercatto')
('QBDwbEEc9uEnn7dzVZu60Q', 'Mad Seafood Boiler')
('EPe40cw2gMzo15sa-YAxFQ', 'Health Is Life Cafe')
('Fa_U5Np2lS7pVu1u7iT8ow', "Gabby's RoadHouse")
('JanY8Hul_3AENTaIImdM6w', 'Boston Market')
('lCWebOwMT2T5WKyA_xb8HA', 'The Red Zone Madison')
('4sYUOH1R2r4mCCJSjJ66ow', 'Academy Tavern')
('_Gv5HPQBM3fzI9bOUYFYuw', 'The House On Parliament')
('kkl0Jnord6laHQGkgZxG1Q', "Applebee's Grill + Bar")
('Ze4IyIEXcYXdyy6BXf8v-A', 'Body Balance')
('Ku_qQVoMA02kFZiu55_UwA', 'The Brass Tap - South End')
('QO9Mp7ofwTgkyg8wJ-50-A', "DJ's Clubhouse Grille")
('e_ILiIs2pVpskfeL-zFtTw', 'Leña Restaurante')
('Kg00kM0jvMYKKZYrh7Yvrg', 'The South Park Clubhouse')
('X98B7ECTqBbFWZh08WzlCQ', 'The Gorilla Cheese Truck')
('SyU_7Ao-RAOiwUD7jSXccQ', 'Samuel de Champlain')
('wcA9l9NQ_Pkrl4qPyDtH7w', 'Twist By Roger Mooking')
('LpKloJ5DFU1rjEENALnGZg', 'Dal Forno')
('UrbRd2Ixu__uFMVVR5vwEw', "Jimmy John's")
('DdOb4GoIrlFr7jqLNfLq9w', 'Nosh Eatery & Creative Catering')
('d4P7boUqiA2pR59jOlzYLA', "Assembly Chef's Hall")
('3dG81ZT3TjPdRARfClWMkw', 'KAMA - Classical Indian Cuisine')
('UDyScSvpzBEgOGs6HAXcRg', "David's Jamaican Cuisine")
('3e8eoaLIRYqPOZOlUFVMjw', 'W XYZ Bar')
('Isf0laOaR9RTwQXargX1vQ', "Applebee's")
('RdSYqIwDUWLFU4-sdF3JNw', 'The Social Hall')
('7IVaamfpMdyVQVkhO9ntEA', 'KFC')
('5DVG0kea51olW0_kxNcD9g', 'St. Louis Bar & Grill')
('hTZSfBGXMeNq0_1_6jdVAQ', 'Hooters')
('_kB1BSKQ5lRzhvcmCY7E0Q', 'Vegas CheeseSteaks')
('TKaND6oV1n2ylnCYoAfoag', 'La Plaza Supermarket')
('flEnFkUtW5YVowWbenXsSg', 'Sizzler Kabab')
('ZYbQgWImBuf6QzlV1t5NKw', 'St. Louis Bar & Grill')
('vfsbLhXGiXm8lqI12abrbQ', 'Moosehead Saloon')
('9kFKG-MyIEh5Fteb3-6Yxg', 'Koi Poke - The Plant')
('7WPpD3zSXymYCLzsqEt2-Q', 'Hibachi Xpress')
('DprO2_-TACRiPiimbtXvVA', 'La Sem Patisserie')
('7aN34Xk5I09sdzZlpyYKhg', "Shoeless Joe's")
('W7RSjR3JoIMWxW1AeZH9ng', 'Rubicon Club & Grill')
('4ZB0RpAhXl9zhjKYRxpJgw', 'Alternative Junkie')
('-RP7Sw9lqHySxzzRFaeYiQ', "Bojangles' Famous Chicken 'n Biscuits")
('TXtbR8vR3HfSGxYOJs_VxQ', "Chuck E Cheese's")
('X8KLsPEgLe4FuJwRU0tPag', "Shouf's Cafe")
('iLPBZ_ic0LyiviqfXbkjwg', 'Hubers')
('KaxjIAYLhqXN8-p_iZwgBw', 'Pasta & Provisions')
('Abm-1HRGPyevBtnC3Rpxag', 'Rock Bottom Restaurant & Brewery')
('8jm_9vT-tGT-rFe-XckCqA', 'Final Round Sports Bar & Grill')
('2Wl4o7l54I-EtxtaDpOTzA', 'Pub 365')
('CzQNJJwJ9OqStkLSFVPaUw', "Shoeless Joe's Sports Grill - Aurora")
('gw_yg7329SgpEvX5sOpwGw', "Ron's Market Eastern European Meat & Deli")
('h7s4MRVvB726jWHCHiQ9kw', 'Texas de Brazil')
('nbypJnkEbSj5OjkB-_y0Zg', 'Chick-fil-A')
('38KvDTPLbEwSNNX4f-33Ew', 'Kristophers Bar & Restaurant')
('cP3Kb9e93kQc_eN59_MIvw', 'Ye Olde Orchard Pub & Grill')
('zrMGL9riavdJR4olXaACOQ', 'Brunswick Zone Mesa Lanes')
('UFthIIorkchiGj_5ThZ1Uw', 'Rainforest Cafe')
('jZiCSq7znfzf-0Nu9FEJGg', 'Rum Diaries')
('krysT2aEJWNoEUYFF7JmkA', "Jolly Bob's")
('fWeCh-xYQxo8VSemQrqYDQ', 'Outrigger')
('X3F49Z1CqZt9fiobdl2EQQ', "Turtle Jack's Muskoka Grill")
('A7Glhmj0YLp-kqzfWmu8_Q', "L'Artisan")
('bm8-Kriygv-R8DVCmKzoOw', "Marty's Market")
('CXG4kMMiq2JUDhUgl94QTQ', 'Masala Bites')
('V2K-AXFl3Cdr3x22_SDJ2Q', 'Sainte-Cécile Epicerie')
('3i8QcSgFgGQdc_2eikQd7g', 'Chimac Pub & Fried Chicken')
('klpMhQpu-bMuYALl9F30yw', 'The Italian Store')
('yGfmwUKrZG4O2eNXP2JS1g', 'Park Place Pub')
('JtqTHVL6yYvBrm25U_g8Tw', 'Zingers Sports Bar & Grill')
('GyDwINCEICbxpvPMCAVrrw', "Bojangles' Famous Chicken 'n Biscuits")
('RQTatUj2f9Nz9JViTH4aAQ', 'Different Pointe of View')
('PmVxbit6HDDsEUS-j9aDfg', 'Billy Barooz Bar & Grill')
('JZisVJgKibmUuu-8JNG1MA', "Daddy's Jerk")
('Gh2kkOnzieYqe5cVLtl7MA', 'Tabletop Board Game Cafe')
('RVUflI27ItAJ7kzQA6a7lA', 'La Maison du Jazz')
('_6Brh4UGrsnakkBKT1H_Qw', 'Beerhead Bar & Eatery')
('j8oKeBN7GYt2iOg5xmawJw', 'El Habanero & Churrobar')
('_OAPdOJiAE-8ROsJPVPxYA', 'La Saucisserie')
('zwMg7Qey7suZIw31S3jKmA', 'Araliya Take-out & Catering')
('euPGrIZXNhkbNDJe5U5Q1Q', "Druxy's Famous Deli")
('P4h8kgy_48oE9vCHJc4BCQ', 'Silver Spoon')
('FC2wDc27USi6cx2GCGYaXQ', 'Lager & Vine')
('HcFNeUjeqzhHw1Lk0FZarg', "Jersey's Bar & Grill")
('XjUjD1cPBywaUEArAPEigg', "Jake's Grill and Bar")
('n8Jnn9Cl0x8M-vTZDB2uLw', "Lloyd's Foodmart")
('5eDg_Y2N6aU_k7tIxoFXTg', 'Armaan Taste of India')
('Gud0G5LL9vFOOHjvyEIlTQ', 'Taqueria La Casa Del Pastor')
('GPFfDayKFotxiSxf0T3FBA', 'Ole Ole')
('-ltD-dHqdZ5-wjAMKYa6Ng', 'La Bella Managua')
('Pd52CjgyEU3Rb8co6QfTPw', 'Flight Deck Bar & Grill')
('WbukBOA5MtBLk8bIcJlhKA', 'Colangelo Brothers Food Market')
('Z66xO_B7trDah8F0PKwRqg', 'Charlotte Premium Outlets')
('Sfj3hnJQoiEhUi-pp4n1xQ', 'Les 3 Brasseurs')
('Uh6EhbFKgQlhVpfvnqsfHA', 'BreadWorks')
('makqSKZaz1aUipoWBW0BsA', 'The Westin Las Vegas Hotel & Spa')
('MtSEQlqTj3Pup-wBY-dKfA', '1897 Market')
('TvDsoVbGEGtXBCaVcICKVA', "Pub'n Grub")
('K-tKnqhblGR7K4R3roKmqA', 'Kanga')
('6W9zIL4lE8BuIEfu10VOHg', 'Ming Wah')
('6z8izreEJW6bSAmBBwdPdA', 'Curry House')
('-Jhlh8Scjy669NdtCfKSSg', 'V Picasso')
('IY09uHwNvznCUDoFZ_su3A', 'Two Brothers Tap House and Brewery')
('UvfBeHic40rwnxFBvfAP5A', 'KFC')
('jBPjP6mDHrPR3hUVdIs2Ug', 'Chilly Bombers')
('B7pLK62P0rRxz25HV4RXFA', 'Victory Alley')
('mlCDsdVFuZvRGrJTfQ6amw', 'Melt Bar and Grilled')
('91FlIjn-FabJYjJ819gwbQ', 'Kaleidoscope Juice')
('E1SaXyObGavrRV8AdWp0MA', "Joycee's Caribbean Food & Takeout")
('14b3pAac4TWklXmUg09EJA', "Jonathan's Fine Foods")
('mVTpWeqWiuJKVOT2p8d4aA', 'La Rosita Latina Grocery Store')
('L4ot7EfMApX8YyKgId1kFQ', "Darby's on Fifty-Nine")
('XPLSNGSClW8gR5BTcvyOhQ', 'Buca di Beppo Italian Restaurant')
('maIam6HyU4FB_sBIk9ippA', 'The Lodge at Shelbourne')
('2wGOpgqVNZsKojBLgYufTQ', 'Lifestyles Bistro')
('-gTX7XKGOntF2FQ1EDxHpA', 'KFC')
('flaAdLvjrSKIsMGKvCDO-A', "Romi's Pizza & Ristorante")
('bsXRu6wXmn_pRAGToCEPjQ', 'Giant Eagle Market District')
('FgTzITgrmvrZqoHvkTSDzA', "Jerome Bettis' Grille 36")
('Ve_RgUoXVEeNnpvmSLV8AA', 'Taste of Calgary')
